NAMA PERUMAHAN,STATUS,TOTAL HUNIAN,RADIUS,SITE,TERRITORY,TIPE PERUMAHAN,TIPE PLN,AREA PLN,GRADING,KOMPETITOR
PARIS RESIDENCE,ACTIVE,44,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,MIXED,DKI,C,INDIHOME
PASAR KEMIS RESIDENCE,ACTIVE,106,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PASIR GUNUNG SELATAN AREA - JL. LEMBAH RW.7,ACTIVE,135,UNDER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PASIR GUNUNG SELATAN AREA - JL. PONDOK PESANTREN,ACTIVE,147,UNDER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PASPAMPRES (JL. NUSANTARA),ACTIVE,353,OVER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PEARL GARDEN,ACTIVE,144,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,UG,JABAR,C,INDIHOME
PEJAGALAN AREA - JL. MAZDA 4,ACTIVE,486,OVER 200,JAKARTA UTARA,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PEJATEN TIMUR AREA (1)  JL. PURBAYA,ACTIVE,76,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PEPABRI SINGAMANGGALA,ACTIVE,158,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
PERMATA CILANDAK - JL. BERLIAN 2,ACTIVE,17,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
PERMATA CIMANGGU & BHARATA PURA (2),ACTIVE,109,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PERMATA ICON - AMBER BLOK A EXT,ACTIVE,123,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PERMATA ICON - AMBER BLOK D ,ACTIVE,105,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PERMATA MANSION (3) CLUSTER EMERALD,ACTIVE,322,OVER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PERMATA MEDITERANIA,ACTIVE,69,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
PERMATA MEDITERANIA EXT,ACTIVE,334,OVER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
PERMATA MEDITERANIA EXT,ACTIVE,2,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
PERMATA REGENCY,ACTIVE,231,OVER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
PERMATA TANGERANG EXT,ACTIVE,120,UNDER 200,KODYA TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PERMATA TANGERANG EXT,ACTIVE,165,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PERSADA CURUG & MUTIARA CURUG,ACTIVE,137,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PERUMAHAN AGS EXT,ACTIVE,25,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PERUMAHAN ASABRI,ACTIVE,453,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PERUMAHAN CILUAR ASRI (1),ACTIVE,331,OVER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PERUMAHAN CILUAR ASRI (2),ACTIVE,324,OVER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PERUMAHAN CILUAR ASRI (2) EXT,ACTIVE,12,UNDER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PERUMAHAN KORPRI,ACTIVE,236,OVER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PERUMAHAN KORPRI,ACTIVE,146,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PERUMAHAN MARGAHAYU JAYA (1),ACTIVE,202,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PERUMAHAN MARGAHAYU JAYA (2),ACTIVE,288,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PERUMAHAN PAPAN MAS (1),ACTIVE,257,OVER 200,KAB. BEKASI,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PERUMAHAN PEMDA,ACTIVE,238,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
PERUMAHAN PEMDA EXT,ACTIVE,35,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
"PERUMAHAN POLYMER (BLOK A,B,C,D,E & F)",ACTIVE,182,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PERUMAHAN RS. PMI,ACTIVE,121,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PESANGGRAHAN AREA - JL. H.GARI EXT,ACTIVE,57,UNDER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
PESONA CILEDUG,ACTIVE,58,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PETUKANGAN UTARA AREA (1) JL. H. HARUN EXT,ACTIVE,61,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PETUKANGAN UTARA AREA (2) JL. H. HARUN EXT,ACTIVE,12,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PETUKANGAN UTARA AREA (5) JL. KOSTRAD RAYA,ACTIVE,365,OVER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
PETUKANGAN UTARA AREA (5) JL. KOSTRAD RAYA EXT,ACTIVE,19,UNDER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
PINANG RANTI AREA (3)  KAMPUNG PULO,ACTIVE,314,OVER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PISANGAN AREA (2),ACTIVE,162,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,MIXED,DKI,C,INDIHOME
PONDOK ARISTA EXT,ACTIVE,25,UNDER 200,JAKARTA TIMUR,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
PONDOK BINTARO INDAH EXT,ACTIVE,54,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
PONDOK KUKUSAN PERMAI,ACTIVE,311,OVER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PONDOK LABU AREA - JL. PRINGGODANI EXT,ACTIVE,4,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PONDOK UNGU PERMAI (41) CLUSTER UBUD,ACTIVE,224,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PORIS CENTRUM,ACTIVE,31,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PORIS PLAWAD UTARA AREA,ACTIVE,211,OVER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
PORIS PLAWAD UTARA AREA - JL. KH. MUSTOFA EXT,ACTIVE,77,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PORIS RESIDENCE,ACTIVE,254,OVER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PORIS RESIDENCE Blok C1 EXT,ACTIVE,20,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PORIS RESIDENCE Blok C10 EXT,ACTIVE,62,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PORIS RESIDENCE EXT,ACTIVE,44,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PULO GEBANG AREA (3) JL. SD INPRES AREA RW06,ACTIVE,370,OVER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PURI ALAM KENCANA 1 (1),ACTIVE,225,OVER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI ALAM KENCANA 1 (1) EXT,ACTIVE,19,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI ALAM KENCANA 1 (1) EXT,ACTIVE,60,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI ALAM KENCANA 2 (2),ACTIVE,359,OVER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI ANGGREK,ACTIVE,38,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,MIXED,DKI,C,INDIHOME
PURI ARSANA,ACTIVE,99,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI BOTANICAL - RUKAN,ACTIVE,145,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
PURI CIREUNDEU PERMAI & D' DIAMOND RESIDENCE,ACTIVE,346,OVER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PURI CITAYAM 1 (1) KOMPLEK LIPI CITAYAM,ACTIVE,102,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI GADING - CLUSTER ALAM RAYA 2 EXT,ACTIVE,110,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PURI KAPIN PERSADA 2 EXT,ACTIVE,87,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PURI KEMANG ASRI,ACTIVE,312,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
PURI SANDI LESTARI,ACTIVE,52,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PURI TELUK JAMBE (1),ACTIVE,265,OVER 200,KAB. KARAWANG,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PURI TELUK JAMBE (1) EXT,ACTIVE,206,OVER 200,KAB. KARAWANG,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PURI TELUK JAMBE (2),ACTIVE,467,OVER 200,KAB. KARAWANG,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PURI TELUK JAMBE (3),ACTIVE,318,OVER 200,KAB. KARAWANG,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
PURI TELUK JAMBE (4),ACTIVE,405,OVER 200,KAB. KARAWANG,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
RAFFLES HILLS - BLOK R,ACTIVE,141,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
RANCAMAYA GOLF - The Summit,ACTIVE,187,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,UG,JABAR,B,INDIHOME
RANCAMAYA GOLF - The Summit 3 & Rosewood EXT,ACTIVE,128,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,UG,JABAR,B,INDIHOME
RANCAMAYA GOLF - The Summit EXT,ACTIVE,11,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,UG,JABAR,B,INDIHOME
RAWA BUNGA AREA - JL. PEDATI DALAM TIMUR,ACTIVE,43,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
RAWAMANGUN AREA - JL. SAWO 5 & 6,ACTIVE,33,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
RED PALM RESIDENCE,ACTIVE,17,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
"RENGAS AREA - PESONA BINTARO, DSK",ACTIVE,138,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
RESINDA (1),ACTIVE,271,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
RESINDA (2) CLUSTER CENTRAL PARK & TIMES SQUARE,ACTIVE,126,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
RESINDA (3),ACTIVE,301,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,MIXED,JABAR,C,INDIHOME
RESINDA (4),ACTIVE,265,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,MIXED,JABAR,C,INDIHOME
RESINDA (5) CLUSTER PEOPLE'S PARK,ACTIVE,130,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
RIVERA HILLS & RIVER VIEW,ACTIVE,335,OVER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
ROROTAN AREA (2) RW.06  EXT,ACTIVE,108,UNDER 200,JAKARTA UTARA,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
ROROTAN AREA (5) & KOMPLEK PERSADA,ACTIVE,142,UNDER 200,JAKARTA UTARA,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
ROROTAN KIRANA LEGACY - NORFOLK,ACTIVE,340,OVER 200,JAKARTA UTARA,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
ROYAL CIKUPA PERMAI BLOK F & G,ACTIVE,156,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
ROYAL KARAWACI,ACTIVE,435,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
ROYAL LIVING,ACTIVE,90,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
ROYAL LIVING EXT,ACTIVE,26,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,C,INDIHOME
ROYAL TAJUR RESIDENCE - ROYAL VIEW,ACTIVE,98,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
ROYAL TAJUR RESIDENCE - The Avebury & The Bradfield,ACTIVE,261,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
ROYAL TAJUR RESIDENCE - The Bradfield,ACTIVE,43,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
SARI INDAH PERMAI & MINIMALIS VILLA ASRI,ACTIVE,239,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SAUNG INDAH (1),ACTIVE,120,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SAUNG INDAH (2),ACTIVE,230,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SAWAH BARU AREA (2) EXT,ACTIVE,83,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SAWAH BARU AREA (2) JL. CENDRAWASIH,ACTIVE,121,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SAWANGAN HILLS,ACTIVE,150,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENAYAN RESIDENCE,ACTIVE,108,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,UG,DKI,A,INDIHOME
SENTRALAND PARADISE (10),ACTIVE,96,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (11),ACTIVE,189,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (2),ACTIVE,139,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (3),ACTIVE,157,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (6),ACTIVE,168,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (7),ACTIVE,69,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (8),ACTIVE,94,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE (9),ACTIVE,187,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTRALAND PARADISE BOULEVARD,ACTIVE,101,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
SENTUL CITY- EMPIRE PARK + TAMAN YUNANI,ACTIVE,184,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
SENTUL CITY- EMPIRE PARK + TAMAN YUNANI EXT,ACTIVE,12,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
"SENTUL CITY- ENGLAND PARK, COUNTRY WOOD & HILLTOP",ACTIVE,172,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
"SENTUL CITY- ENGLAND PARK, COUNTRY WOOD & HILLTOP EXT",ACTIVE,91,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
SENTUL CITY- TAMAN CASABLANCA + EMPIRE PARK,ACTIVE,211,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
"SENTUL CITY- TAMAN EQUATOR, ANDALUSIA  & RIVER VIEW",ACTIVE,201,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
"SENTUL CITY- TAMAN EQUATOR, ANDALUSIA  & RIVER VIEW EXT",ACTIVE,11,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
SEPATAN CITY,ACTIVE,141,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
SERDANG AREA EXT,ACTIVE,91,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
SERPONG CITY PARADISE - ADVENTURES VOYAGE,ACTIVE,163,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
SERPONG CITY PARADISE - LIGHT SCAPE EXT,ACTIVE,97,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
SERPONG CITY PARADISE - SERENGETI & GRAND CANYON,ACTIVE,61,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
SERPONG CITY PARADISE - SIERRA & CARARA,ACTIVE,210,OVER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
SERPONG LAGOON (1) BLOK B & D,ACTIVE,362,OVER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
SERPONG LAGOON (2) LOTUS GARDEN,ACTIVE,101,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
SERPONG LAGOON (2) PELICAN EXT,ACTIVE,312,OVER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
SERPONG LAGOON (3) AQUATIC,ACTIVE,73,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
SERUA AREA (JL. SERUA RAYA),ACTIVE,172,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,MIXED,DKI,C,INDIHOME
SETU AREA EXT,ACTIVE,162,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
SIMPRUG D'PORIS,ACTIVE,51,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
SITTA TOWNHOUSE & JL. SUKARELA 2,ACTIVE,11,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
SRENGSENG AREA - JL. H. KELIK,ACTIVE,105,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
SRENGSENG SAWAH AREA - PERIKANAN EXT,ACTIVE,71,UNDER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SRENGSENG SAWAH AREA (1) PERIKANAN,ACTIVE,205,OVER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SRENGSENG SAWAH AREA (2) PERIKANAN,ACTIVE,215,OVER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SRENGSENG SAWAH AREA (2) PERIKANAN EXT,ACTIVE,30,UNDER 200,JAKARTA SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SRENGSENG SAWAH AREA (8),ACTIVE,132,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
SUDIMARA TIMUR AREA - GOODLAND VILLAGE EXT,ACTIVE,52,UNDER 200,TANGERANG SELATAN,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
SUKABUMI UTARA AREA,ACTIVE,328,OVER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
SUKASARI AREA - JL. BALAI WARGA EXT,ACTIVE,71,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
SUMMARECON SERPONG - ROSSINI,ACTIVE,331,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,B,INDIHOME
SUMUR PANCING AREA - CLUSTER KAISAR & KARAWACI CITY,ACTIVE,207,OVER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
TALAGA BESTARI - FLUORA & THE FOREST,ACTIVE,192,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
TALAGA BESTARI - FLUORA & THE FOREST EXT,ACTIVE,91,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN ASRI CILEDUG (3) & HUNIAN 68 EXT,ACTIVE,137,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN BUANA PERSADA,ACTIVE,37,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
TAMAN JATIKRAMAT RESIDENCE EXT,ACTIVE,32,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN JATIMAKMUR INDAH EXT,ACTIVE,61,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
TAMAN JATISARI PERMAI - CLUSTER BALI 2,ACTIVE,173,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN JATISARI PERMAI - GRAND VICTORIA,ACTIVE,143,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
TAMAN KENARI,ACTIVE,316,OVER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TAMAN LAGUNA,ACTIVE,421,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,A,INDIHOME
TAMAN MELATI PREMIER (1),ACTIVE,89,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
TAMAN RAFFLESIA,ACTIVE,220,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
TAMAN RATU - Jl. Asia Baru Blok FF Ext,ACTIVE,11,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN RATU BLOK C1 EXT,ACTIVE,5,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN RATU BLOK CC2,ACTIVE,4,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
TAMAN SARI BUKIT DAMAI (1),ACTIVE,221,OVER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TAMAN SARI BUKIT DAMAI (2),ACTIVE,173,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TAMAN SARI BUKIT DAMAI (5),ACTIVE,56,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
TAMAN SERPONG INDAH,ACTIVE,83,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
TAMAN SINGAPERBANGSA,ACTIVE,147,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,BIZNET
TANAH BARU AREA (2) JL. SWADAYA UJUNG EXT,ACTIVE,165,UNDER 200,KODYA DEPOK,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
TANAH BARU AREA (3) EXT,ACTIVE,86,UNDER 200,KODYA DEPOK,KOTAMADYA,MIXED,AERIAL,JABAR,C,INDIHOME
TANAH BARU AREA (3) Jl. Raden Sanim EXT,ACTIVE,6,UNDER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
